746	144	429	533	543
746	144	429	533	883
746	144	429	543	883
746	144	533	543	883
746	429	533	543	883
883	144	429	533	543
883	144	429	533	746
883	144	429	543	746
883	144	533	543	746
883	429	533	543	746
22	182	183	388	519
22	182	183	388	988
22	182	183	519	988
22	182	388	519	988
22	183	388	519	988
182	22	183	388	519
182	22	183	388	988
182	22	183	519	988
182	22	388	519	988
182	183	388	519	988
183	22	182	388	519
183	22	182	388	988
183	22	182	519	988
183	22	388	519	988
183	182	388	519	988
388	22	182	183	519
388	22	182	183	988
388	22	182	519	988
388	22	183	519	988
388	182	183	519	988
519	22	182	183	388
519	22	182	183	988
519	22	182	388	988
519	22	183	388	988
519	182	183	388	988
988	22	182	183	388
988	22	182	183	519
988	22	182	388	519
988	22	183	388	519
988	182	183	388	519
22	182	183	388	519
22	182	183	388	988
22	182	183	519	988
22	182	388	519	988
22	183	388	519	988
182	22	183	388	519
182	22	183	388	988
182	22	183	519	988
182	22	388	519	988
182	183	388	519	988
183	22	182	388	519
183	22	182	388	988
183	22	182	519	988
183	22	388	519	988
183	182	388	519	988
388	22	182	183	519
388	22	182	183	988
388	22	182	519	988
388	22	183	519	988
388	182	183	519	988
519	22	182	183	388
519	22	182	183	988
519	22	182	388	988
519	22	183	388	988
519	182	183	388	988
988	22	182	183	388
988	22	182	183	519
988	22	182	388	519
988	22	183	388	519
988	182	183	388	519
22	182	183	388	519
22	182	183	388	988
22	182	183	519	988
22	182	388	519	988
22	183	388	519	988
182	22	183	388	519
182	22	183	388	988
182	22	183	519	988
182	22	388	519	988
182	183	388	519	988
183	22	182	388	519
183	22	182	388	988
183	22	182	519	988
183	22	388	519	988
183	182	388	519	988
388	22	182	183	519
388	22	182	183	988
388	22	182	519	988
388	22	183	519	988
388	182	183	519	988
519	22	182	183	388
519	22	182	183	988
519	22	182	388	988
519	22	183	388	988
519	182	183	388	988
988	22	182	183	388
988	22	182	183	519
988	22	182	388	519
988	22	183	388	519
988	182	183	388	519
22	182	183	388	519
22	182	183	388	988
22	182	183	519	988
22	182	388	519	988
22	183	388	519	988
182	22	183	388	519
182	22	183	388	988
182	22	183	519	988
182	22	388	519	988
182	183	388	519	988
183	22	182	388	519
183	22	182	388	988
183	22	182	519	988
183	22	388	519	988
183	182	388	519	988
388	22	182	183	519
388	22	182	183	988
388	22	182	519	988
388	22	183	519	988
388	182	183	519	988
519	22	182	183	388
519	22	182	183	988
519	22	182	388	988
519	22	183	388	988
519	182	183	388	988
988	22	182	183	388
988	22	182	183	519
988	22	182	388	519
988	22	183	388	519
988	182	183	388	519
32	251	320	393	713
32	251	320	393	766
32	251	320	713	766
32	251	393	713	766
32	320	393	713	766
251	32	320	393	713
251	32	320	393	766
251	32	320	713	766
251	32	393	713	766
251	320	393	713	766
320	32	251	393	713
320	32	251	393	766
320	32	251	713	766
320	32	393	713	766
320	251	393	713	766
393	32	251	320	713
393	32	251	320	766
393	32	251	713	766
393	32	320	713	766
393	251	320	713	766
713	32	251	320	393
713	32	251	320	766
713	32	251	393	766
713	32	320	393	766
713	251	320	393	766
766	32	251	320	393
766	32	251	320	713
766	32	251	393	713
766	32	320	393	713
766	251	320	393	713
32	251	320	393	713
32	251	320	393	766
32	251	320	713	766
32	251	393	713	766
32	320	393	713	766
251	32	320	393	713
251	32	320	393	766
251	32	320	713	766
251	32	393	713	766
251	320	393	713	766
320	32	251	393	713
320	32	251	393	766
320	32	251	713	766
320	32	393	713	766
320	251	393	713	766
393	32	251	320	713
393	32	251	320	766
393	32	251	713	766
393	32	320	713	766
393	251	320	713	766
713	32	251	320	393
713	32	251	320	766
713	32	251	393	766
713	32	320	393	766
713	251	320	393	766
766	32	251	320	393
766	32	251	320	713
766	32	251	393	713
766	32	320	393	713
766	251	320	393	713
32	251	320	393	713
32	251	320	393	766
32	251	320	713	766
32	251	393	713	766
32	320	393	713	766
251	32	320	393	713
251	32	320	393	766
251	32	320	713	766
251	32	393	713	766
251	320	393	713	766
320	32	251	393	713
320	32	251	393	766
320	32	251	713	766
320	32	393	713	766
320	251	393	713	766
393	32	251	320	713
393	32	251	320	766
393	32	251	713	766
393	32	320	713	766
393	251	320	713	766
713	32	251	320	393
713	32	251	320	766
713	32	251	393	766
713	32	320	393	766
713	251	320	393	766
766	32	251	320	393
766	32	251	320	713
766	32	251	393	713
766	32	320	393	713
766	251	320	393	713
109	278	320	408	437
109	278	320	408	766
109	278	320	437	766
109	278	408	437	766
109	320	408	437	766
278	109	320	408	437
278	109	320	408	766
278	109	320	437	766
278	109	408	437	766
278	320	408	437	766
320	109	278	408	437
320	109	278	408	766
320	109	278	437	766
320	109	408	437	766
320	278	408	437	766
408	109	278	320	437
408	109	278	320	766
408	109	278	437	766
408	109	320	437	766
408	278	320	437	766
437	109	278	320	408
437	109	278	320	766
437	109	278	408	766
437	109	320	408	766
437	278	320	408	766
766	109	278	320	408
766	109	278	320	437
766	109	278	408	437
766	109	320	408	437
766	278	320	408	437
109	278	320	408	437
109	278	320	408	766
109	278	320	437	766
109	278	408	437	766
109	320	408	437	766
278	109	320	408	437
278	109	320	408	766
278	109	320	437	766
278	109	408	437	766
278	320	408	437	766
320	109	278	408	437
320	109	278	408	766
320	109	278	437	766
320	109	408	437	766
320	278	408	437	766
408	109	278	320	437
408	109	278	320	766
408	109	278	437	766
408	109	320	437	766
408	278	320	437	766
437	109	278	320	408
437	109	278	320	766
437	109	278	408	766
437	109	320	408	766
437	278	320	408	766
766	109	278	320	408
766	109	278	320	437
766	109	278	408	437
766	109	320	408	437
766	278	320	408	437
109	278	320	408	437
109	278	320	408	766
109	278	320	437	766
109	278	408	437	766
109	320	408	437	766
278	109	320	408	437
278	109	320	408	766
278	109	320	437	766
278	109	408	437	766
278	320	408	437	766
320	109	278	408	437
320	109	278	408	766
320	109	278	437	766
320	109	408	437	766
320	278	408	437	766
408	109	278	320	437
408	109	278	320	766
408	109	278	437	766
408	109	320	437	766
408	278	320	437	766
437	109	278	320	408
437	109	278	320	766
437	109	278	408	766
437	109	320	408	766
437	278	320	408	766
766	109	278	320	408
766	109	278	320	437
766	109	278	408	437
766	109	320	408	437
766	278	320	408	437
15	22	32	278	519
15	22	32	278	1051
15	22	32	519	1051
15	22	278	519	1051
15	32	278	519	1051
22	15	32	278	519
22	15	32	278	1051
22	15	32	519	1051
22	15	278	519	1051
22	32	278	519	1051
32	15	22	278	519
32	15	22	278	1051
32	15	22	519	1051
32	15	278	519	1051
32	22	278	519	1051
278	15	22	32	519
278	15	22	32	1051
278	15	22	519	1051
278	15	32	519	1051
278	22	32	519	1051
519	15	22	32	278
519	15	22	32	1051
519	15	22	278	1051
519	15	32	278	1051
519	22	32	278	1051
1051	15	22	32	278
1051	15	22	32	519
1051	15	22	278	519
1051	15	32	278	519
1051	22	32	278	519
15	22	32	278	519
15	22	32	278	1051
15	22	32	519	1051
15	22	278	519	1051
15	32	278	519	1051
22	15	32	278	519
22	15	32	278	1051
22	15	32	519	1051
22	15	278	519	1051
22	32	278	519	1051
32	15	22	278	519
32	15	22	278	1051
32	15	22	519	1051
32	15	278	519	1051
32	22	278	519	1051
278	15	22	32	519
278	15	22	32	1051
278	15	22	519	1051
278	15	32	519	1051
278	22	32	519	1051
519	15	22	32	278
519	15	22	32	1051
519	15	22	278	1051
519	15	32	278	1051
519	22	32	278	1051
1051	15	22	32	278
1051	15	22	32	519
1051	15	22	278	519
1051	15	32	278	519
1051	22	32	278	519
15	22	32	278	519
15	22	32	278	1051
15	22	32	519	1051
15	22	278	519	1051
15	32	278	519	1051
22	15	32	278	519
22	15	32	278	1051
22	15	32	519	1051
22	15	278	519	1051
22	32	278	519	1051
32	15	22	278	519
32	15	22	278	1051
32	15	22	519	1051
32	15	278	519	1051
32	22	278	519	1051
278	15	22	32	519
278	15	22	32	1051
278	15	22	519	1051
278	15	32	519	1051
278	22	32	519	1051
519	15	22	32	278
519	15	22	32	1051
519	15	22	278	1051
519	15	32	278	1051
519	22	32	278	1051
1051	15	22	32	278
1051	15	22	32	519
1051	15	22	278	519
1051	15	32	278	519
1051	22	32	278	519
15	22	32	278	519
15	22	32	278	1051
15	22	32	519	1051
15	22	278	519	1051
15	32	278	519	1051
22	15	32	278	519
22	15	32	278	1051
22	15	32	519	1051
22	15	278	519	1051
22	32	278	519	1051
32	15	22	278	519
32	15	22	278	1051
32	15	22	519	1051
32	15	278	519	1051
32	22	278	519	1051
278	15	22	32	519
278	15	22	32	1051
278	15	22	519	1051
278	15	32	519	1051
278	22	32	519	1051
519	15	22	32	278
519	15	22	32	1051
519	15	22	278	1051
519	15	32	278	1051
519	22	32	278	1051
1051	15	22	32	278
1051	15	22	32	519
1051	15	22	278	519
1051	15	32	278	519
1051	22	32	278	519
172	386	558	626	835
172	386	558	626	1093
172	386	558	835	1093
172	386	626	835	1093
172	558	626	835	1093
386	172	558	626	835
386	172	558	626	1093
386	172	558	835	1093
386	172	626	835	1093
386	558	626	835	1093
558	172	386	626	835
558	172	386	626	1093
558	172	386	835	1093
558	172	626	835	1093
558	386	626	835	1093
626	172	386	558	835
626	172	386	558	1093
626	172	386	835	1093
626	172	558	835	1093
626	386	558	835	1093
835	172	386	558	626
835	172	386	558	1093
835	172	386	626	1093
835	172	558	626	1093
835	386	558	626	1093
1093	172	386	558	626
1093	172	386	558	835
1093	172	386	626	835
1093	172	558	626	835
1093	386	558	626	835
172	386	558	626	835
172	386	558	626	1093
172	386	558	835	1093
172	386	626	835	1093
172	558	626	835	1093
386	172	558	626	835
386	172	558	626	1093
386	172	558	835	1093
386	172	626	835	1093
386	558	626	835	1093
558	172	386	626	835
558	172	386	626	1093
558	172	386	835	1093
558	172	626	835	1093
558	386	626	835	1093
626	172	386	558	835
626	172	386	558	1093
626	172	386	835	1093
626	172	558	835	1093
626	386	558	835	1093
835	172	386	558	626
835	172	386	558	1093
835	172	386	626	1093
835	172	558	626	1093
835	386	558	626	1093
1093	172	386	558	626
1093	172	386	558	835
1093	172	386	626	835
1093	172	558	626	835
1093	386	558	626	835
172	386	558	626	835
172	386	558	626	1093
172	386	558	835	1093
172	386	626	835	1093
172	558	626	835	1093
386	172	558	626	835
386	172	558	626	1093
386	172	558	835	1093
386	172	626	835	1093
386	558	626	835	1093
558	172	386	626	835
558	172	386	626	1093
558	172	386	835	1093
558	172	626	835	1093
558	386	626	835	1093
626	172	386	558	835
626	172	386	558	1093
626	172	386	835	1093
626	172	558	835	1093
626	386	558	835	1093
835	172	386	558	626
835	172	386	558	1093
835	172	386	626	1093
835	172	558	626	1093
835	386	558	626	1093
1093	172	386	558	626
1093	172	386	558	835
1093	172	386	626	835
1093	172	558	626	835
1093	386	558	626	835
172	386	558	626	835
172	386	558	626	1093
172	386	558	835	1093
172	386	626	835	1093
172	558	626	835	1093
386	172	558	626	835
386	172	558	626	1093
386	172	558	835	1093
386	172	626	835	1093
386	558	626	835	1093
558	172	386	626	835
558	172	386	626	1093
558	172	386	835	1093
558	172	626	835	1093
558	386	626	835	1093
626	172	386	558	835
626	172	386	558	1093
626	172	386	835	1093
626	172	558	835	1093
626	386	558	835	1093
835	172	386	558	626
835	172	386	558	1093
835	172	386	626	1093
835	172	558	626	1093
835	386	558	626	1093
1093	172	386	558	626
1093	172	386	558	835
1093	172	386	626	835
1093	172	558	626	835
1093	386	558	626	835
260	320	491	549	710
260	320	491	549	753
260	320	491	710	753
260	320	549	710	753
260	491	549	710	753
320	260	491	549	710
320	260	491	549	753
320	260	491	710	753
320	260	549	710	753
320	491	549	710	753
491	260	320	549	710
491	260	320	549	753
491	260	320	710	753
491	260	549	710	753
491	320	549	710	753
549	260	320	491	710
549	260	320	491	753
549	260	320	710	753
549	260	491	710	753
549	320	491	710	753
710	260	320	491	549
710	260	320	491	753
710	260	320	549	753
710	260	491	549	753
710	320	491	549	753
753	260	320	491	549
753	260	320	491	710
753	260	320	549	710
753	260	491	549	710
753	320	491	549	710
260	320	491	549	710
260	320	491	549	753
260	320	491	710	753
260	320	549	710	753
260	491	549	710	753
320	260	491	549	710
320	260	491	549	753
320	260	491	710	753
320	260	549	710	753
320	491	549	710	753
491	260	320	549	710
491	260	320	549	753
491	260	320	710	753
491	260	549	710	753
491	320	549	710	753
549	260	320	491	710
549	260	320	491	753
549	260	320	710	753
549	260	491	710	753
549	320	491	710	753
710	260	320	491	549
710	260	320	491	753
710	260	320	549	753
710	260	491	549	753
710	320	491	549	753
753	260	320	491	549
753	260	320	491	710
753	260	320	549	710
753	260	491	549	710
753	320	491	549	710
260	320	491	549	710
260	320	491	549	753
260	320	491	710	753
260	320	549	710	753
260	491	549	710	753
320	260	491	549	710
320	260	491	549	753
320	260	491	710	753
320	260	549	710	753
320	491	549	710	753
491	260	320	549	710
491	260	320	549	753
491	260	320	710	753
491	260	549	710	753
491	320	549	710	753
549	260	320	491	710
549	260	320	491	753
549	260	320	710	753
549	260	491	710	753
549	320	491	710	753
710	260	320	491	549
710	260	320	491	753
710	260	320	549	753
710	260	491	549	753
710	320	491	549	753
753	260	320	491	549
753	260	320	491	710
753	260	320	549	710
753	260	491	549	710
753	320	491	549	710
260	320	491	549	710
260	320	491	549	753
260	320	491	710	753
260	320	549	710	753
260	491	549	710	753
320	260	491	549	710
320	260	491	549	753
320	260	491	710	753
320	260	549	710	753
320	491	549	710	753
491	260	320	549	710
491	260	320	549	753
491	260	320	710	753
491	260	549	710	753
491	320	549	710	753
549	260	320	491	710
549	260	320	491	753
549	260	320	710	753
549	260	491	710	753
549	320	491	710	753
710	260	320	491	549
710	260	320	491	753
710	260	320	549	753
710	260	491	549	753
710	320	491	549	753
753	260	320	491	549
753	260	320	491	710
753	260	320	549	710
753	260	491	549	710
753	320	491	549	710
143	393	408	707	826
143	393	408	707	1058
143	393	408	826	1058
143	393	707	826	1058
143	408	707	826	1058
393	143	408	707	826
393	143	408	707	1058
393	143	408	826	1058
393	143	707	826	1058
393	408	707	826	1058
408	143	393	707	826
408	143	393	707	1058
408	143	393	826	1058
408	143	707	826	1058
408	393	707	826	1058
707	143	393	408	826
707	143	393	408	1058
707	143	393	826	1058
707	143	408	826	1058
707	393	408	826	1058
826	143	393	408	707
826	143	393	408	1058
826	143	393	707	1058
826	143	408	707	1058
826	393	408	707	1058
1058	143	393	408	707
1058	143	393	408	826
1058	143	393	707	826
1058	143	408	707	826
1058	393	408	707	826
143	393	408	707	826
143	393	408	707	1058
143	393	408	826	1058
143	393	707	826	1058
143	408	707	826	1058
393	143	408	707	826
393	143	408	707	1058
393	143	408	826	1058
393	143	707	826	1058
393	408	707	826	1058
408	143	393	707	826
408	143	393	707	1058
408	143	393	826	1058
408	143	707	826	1058
408	393	707	826	1058
707	143	393	408	826
707	143	393	408	1058
707	143	393	826	1058
707	143	408	826	1058
707	393	408	826	1058
826	143	393	408	707
826	143	393	408	1058
826	143	393	707	1058
826	143	408	707	1058
826	393	408	707	1058
1058	143	393	408	707
1058	143	393	408	826
1058	143	393	707	826
1058	143	408	707	826
1058	393	408	707	826
143	393	408	707	826
143	393	408	707	1058
143	393	408	826	1058
143	393	707	826	1058
143	408	707	826	1058
393	143	408	707	826
393	143	408	707	1058
393	143	408	826	1058
393	143	707	826	1058
393	408	707	826	1058
408	143	393	707	826
408	143	393	707	1058
408	143	393	826	1058
408	143	707	826	1058
408	393	707	826	1058
707	143	393	408	826
707	143	393	408	1058
707	143	393	826	1058
707	143	408	826	1058
707	393	408	826	1058
826	143	393	408	707
826	143	393	408	1058
826	143	393	707	1058
826	143	408	707	1058
826	393	408	707	1058
1058	143	393	408	707
1058	143	393	408	826
1058	143	393	707	826
1058	143	408	707	826
1058	393	408	707	826
469	727	988	1035	1051
469	727	988	1035	1094
469	727	988	1051	1094
469	727	1035	1051	1094
469	988	1035	1051	1094
727	469	988	1035	1051
727	469	988	1035	1094
727	469	988	1051	1094
727	469	1035	1051	1094
727	988	1035	1051	1094
988	469	727	1035	1051
988	469	727	1035	1094
988	469	727	1051	1094
988	469	1035	1051	1094
988	727	1035	1051	1094
1035	469	727	988	1051
1035	469	727	988	1094
1035	469	727	1051	1094
1035	469	988	1051	1094
1035	727	988	1051	1094
1051	469	727	988	1035
1051	469	727	988	1094
1051	469	727	1035	1094
1051	469	988	1035	1094
1051	727	988	1035	1094
1094	469	727	988	1035
1094	469	727	988	1051
1094	469	727	1035	1051
1094	469	988	1035	1051
1094	727	988	1035	1051
469	727	988	1035	1051
469	727	988	1035	1094
469	727	988	1051	1094
469	727	1035	1051	1094
469	988	1035	1051	1094
727	469	988	1035	1051
727	469	988	1035	1094
727	469	988	1051	1094
727	469	1035	1051	1094
727	988	1035	1051	1094
988	469	727	1035	1051
988	469	727	1035	1094
988	469	727	1051	1094
988	469	1035	1051	1094
988	727	1035	1051	1094
1035	469	727	988	1051
1035	469	727	988	1094
1035	469	727	1051	1094
1035	469	988	1051	1094
1035	727	988	1051	1094
1051	469	727	988	1035
1051	469	727	988	1094
1051	469	727	1035	1094
1051	469	988	1035	1094
1051	727	988	1035	1094
1094	469	727	988	1035
1094	469	727	988	1051
1094	469	727	1035	1051
1094	469	988	1035	1051
1094	727	988	1035	1051
469	727	988	1035	1051
469	727	988	1035	1094
469	727	988	1051	1094
469	727	1035	1051	1094
469	988	1035	1051	1094
727	469	988	1035	1051
727	469	988	1035	1094
727	469	988	1051	1094
727	469	1035	1051	1094
727	988	1035	1051	1094
988	469	727	1035	1051
988	469	727	1035	1094
988	469	727	1051	1094
988	469	1035	1051	1094
988	727	1035	1051	1094
1035	469	727	988	1051
1035	469	727	988	1094
1035	469	727	1051	1094
1035	469	988	1051	1094
1035	727	988	1051	1094
1051	469	727	988	1035
1051	469	727	988	1094
1051	469	727	1035	1094
1051	469	988	1035	1094
1051	727	988	1035	1094
1094	469	727	988	1035
1094	469	727	988	1051
1094	469	727	1035	1051
1094	469	988	1035	1051
1094	727	988	1035	1051
469	727	988	1035	1051
469	727	988	1035	1094
469	727	988	1051	1094
469	727	1035	1051	1094
469	988	1035	1051	1094
727	469	988	1035	1051
727	469	988	1035	1094
727	469	988	1051	1094
727	469	1035	1051	1094
727	988	1035	1051	1094
988	469	727	1035	1051
988	469	727	1035	1094
988	469	727	1051	1094
988	469	1035	1051	1094
988	727	1035	1051	1094
1035	469	727	988	1051
1035	469	727	988	1094
1035	469	727	1051	1094
1035	469	988	1051	1094
1035	727	988	1051	1094
1051	469	727	988	1035
1051	469	727	988	1094
1051	469	727	1035	1094
1051	469	988	1035	1094
1051	727	988	1035	1094
1094	469	727	988	1035
1094	469	727	988	1051
1094	469	727	1035	1051
1094	469	988	1035	1051
1094	727	988	1035	1051
6	22	764	766	988
6	22	764	766	1051
6	22	764	988	1051
6	22	766	988	1051
6	764	766	988	1051
22	6	764	766	988
22	6	764	766	1051
22	6	764	988	1051
22	6	766	988	1051
22	764	766	988	1051
764	6	22	766	988
764	6	22	766	1051
764	6	22	988	1051
764	6	766	988	1051
764	22	766	988	1051
766	6	22	764	988
766	6	22	764	1051
766	6	22	988	1051
766	6	764	988	1051
766	22	764	988	1051
988	6	22	764	766
988	6	22	764	1051
988	6	22	766	1051
988	6	764	766	1051
988	22	764	766	1051
1051	6	22	764	766
1051	6	22	764	988
1051	6	22	766	988
1051	6	764	766	988
1051	22	764	766	988
6	22	764	766	988
6	22	764	766	1051
6	22	764	988	1051
6	22	766	988	1051
6	764	766	988	1051
22	6	764	766	988
22	6	764	766	1051
22	6	764	988	1051
22	6	766	988	1051
22	764	766	988	1051
764	6	22	766	988
764	6	22	766	1051
764	6	22	988	1051
764	6	766	988	1051
764	22	766	988	1051
766	6	22	764	988
766	6	22	764	1051
766	6	22	988	1051
766	6	764	988	1051
766	22	764	988	1051
988	6	22	764	766
988	6	22	764	1051
988	6	22	766	1051
988	6	764	766	1051
988	22	764	766	1051
1051	6	22	764	766
1051	6	22	764	988
1051	6	22	766	988
1051	6	764	766	988
1051	22	764	766	988
6	22	764	766	988
6	22	764	766	1051
6	22	764	988	1051
6	22	766	988	1051
6	764	766	988	1051
22	6	764	766	988
22	6	764	766	1051
22	6	764	988	1051
22	6	766	988	1051
22	764	766	988	1051
764	6	22	766	988
764	6	22	766	1051
764	6	22	988	1051
764	6	766	988	1051
764	22	766	988	1051
766	6	22	764	988
766	6	22	764	1051
766	6	22	988	1051
766	6	764	988	1051
766	22	764	988	1051
988	6	22	764	766
988	6	22	764	1051
988	6	22	766	1051
988	6	764	766	1051
988	22	764	766	1051
1051	6	22	764	766
1051	6	22	764	988
1051	6	22	766	988
1051	6	764	766	988
1051	22	764	766	988
189	250	275	362	491
189	250	275	362	753
189	250	275	491	753
189	250	362	491	753
189	275	362	491	753
250	189	275	362	491
250	189	275	362	753
250	189	275	491	753
250	189	362	491	753
250	275	362	491	753
275	189	250	362	491
275	189	250	362	753
275	189	250	491	753
275	189	362	491	753
275	250	362	491	753
362	189	250	275	491
362	189	250	275	753
362	189	250	491	753
362	189	275	491	753
362	250	275	491	753
491	189	250	275	362
491	189	250	275	753
491	189	250	362	753
491	189	275	362	753
491	250	275	362	753
753	189	250	275	362
753	189	250	275	491
753	189	250	362	491
753	189	275	362	491
753	250	275	362	491
189	250	275	362	491
189	250	275	362	753
189	250	275	491	753
189	250	362	491	753
189	275	362	491	753
250	189	275	362	491
250	189	275	362	753
250	189	275	491	753
250	189	362	491	753
250	275	362	491	753
275	189	250	362	491
275	189	250	362	753
275	189	250	491	753
275	189	362	491	753
275	250	362	491	753
362	189	250	275	491
362	189	250	275	753
362	189	250	491	753
362	189	275	491	753
362	250	275	491	753
491	189	250	275	362
491	189	250	275	753
491	189	250	362	753
491	189	275	362	753
491	250	275	362	753
753	189	250	275	362
753	189	250	275	491
753	189	250	362	491
753	189	275	362	491
753	250	275	362	491
189	250	275	362	491
189	250	275	362	753
189	250	275	491	753
189	250	362	491	753
189	275	362	491	753
250	189	275	362	491
250	189	275	362	753
250	189	275	491	753
250	189	362	491	753
250	275	362	491	753
275	189	250	362	491
275	189	250	362	753
275	189	250	491	753
275	189	362	491	753
275	250	362	491	753
362	189	250	275	491
362	189	250	275	753
362	189	250	491	753
362	189	275	491	753
362	250	275	491	753
491	189	250	275	362
491	189	250	275	753
491	189	250	362	753
491	189	275	362	753
491	250	275	362	753
753	189	250	275	362
753	189	250	275	491
753	189	250	362	491
753	189	275	362	491
753	250	275	362	491
189	250	275	362	491
189	250	275	362	753
189	250	275	491	753
189	250	362	491	753
189	275	362	491	753
250	189	275	362	491
250	189	275	362	753
250	189	275	491	753
250	189	362	491	753
250	275	362	491	753
275	189	250	362	491
275	189	250	362	753
275	189	250	491	753
275	189	362	491	753
275	250	362	491	753
362	189	250	275	491
362	189	250	275	753
362	189	250	491	753
362	189	275	491	753
362	250	275	491	753
491	189	250	275	362
491	189	250	275	753
491	189	250	362	753
491	189	275	362	753
491	250	275	362	753
753	189	250	275	362
753	189	250	275	491
753	189	250	362	491
753	189	275	362	491
753	250	275	362	491
144	429	533	543	746
144	429	533	543	883
144	429	533	746	883
144	429	543	746	883
144	533	543	746	883
429	144	533	543	746
429	144	533	543	883
429	144	533	746	883
429	144	543	746	883
429	533	543	746	883
533	144	429	543	746
533	144	429	543	883
533	144	429	746	883
533	144	543	746	883
533	429	543	746	883
543	144	429	533	746
543	144	429	533	883
543	144	429	746	883
543	144	533	746	883
543	429	533	746	883
746	144	429	533	543
746	144	429	533	883
746	144	429	543	883
746	144	533	543	883
746	429	533	543	883
883	144	429	533	543
883	144	429	533	746
883	144	429	543	746
883	144	533	543	746
883	429	533	543	746
144	429	533	543	746
144	429	533	543	883
144	429	533	746	883
144	429	543	746	883
144	533	543	746	883
429	144	533	543	746
429	144	533	543	883
429	144	533	746	883
429	144	543	746	883
429	533	543	746	883
533	144	429	543	746
533	144	429	543	883
533	144	429	746	883
533	144	543	746	883
533	429	543	746	883
543	144	429	533	746
543	144	429	533	883
543	144	429	746	883
543	144	533	746	883
543	429	533	746	883
746	144	429	533	543
746	144	429	533	883
746	144	429	543	883
746	144	533	543	883
746	429	533	543	883
883	144	429	533	543
883	144	429	533	746
883	144	429	543	746
883	144	533	543	746
883	429	533	543	746
144	429	533	543	746
144	429	533	543	883
144	429	533	746	883
144	429	543	746	883
144	533	543	746	883
429	144	533	543	746
429	144	533	543	883
429	144	533	746	883
429	144	543	746	883
429	533	543	746	883
533	144	429	543	746
533	144	429	543	883
533	144	429	746	883
533	144	543	746	883
533	429	543	746	883
543	144	429	533	746
543	144	429	533	883
543	144	429	746	883
543	144	533	746	883
543	429	533	746	883
746	144	429	533	543
746	144	429	533	883
746	144	429	543	883
746	144	533	543	883
746	429	533	543	883
883	144	429	533	543
883	144	429	533	746
883	144	429	543	746
883	144	533	543	746
883	429	533	543	746
144	429	533	543	746
144	429	533	543	883
144	429	533	746	883
144	429	543	746	883
144	533	543	746	883
429	144	533	543	746
429	144	533	543	883
429	144	533	746	883
429	144	543	746	883
429	533	543	746	883
533	144	429	543	746
533	144	429	543	883
533	144	429	746	883
533	144	543	746	883
533	429	543	746	883
543	144	429	533	746
543	144	429	533	883
543	144	429	746	883
543	144	533	746	883
543	429	533	746	883
746	144	429	533	543
746	144	429	533	883
746	144	429	543	883
746	144	533	543	883
746	429	533	543	883
883	144	429	533	543
883	144	429	533	746
883	144	429	543	746
883	144	533	543	746
883	429	533	543	746
112	212	252	830	962
112	212	252	830	990
112	212	252	962	990
112	212	830	962	990
112	252	830	962	990
212	112	252	830	962
212	112	252	830	990
212	112	252	962	990
212	112	830	962	990
212	252	830	962	990
252	112	212	830	962
252	112	212	830	990
252	112	212	962	990
252	112	830	962	990
252	212	830	962	990
